currentStock,averageDailyDemand,leadTimeDays,demandVariance,supplierRiskScore,safetyStock,reorderPoint,incomingStockDays,pendingOrderQty,isCriticalItem,riskScore,riskTier
9.56,157.54,56.33,123.88,75.25,648.69,5085.99,0.0,0.0,1,81.53,critical
3.62,71.0,58.09,146.36,92.72,334.18,2396.24,0.0,0.0,1,86.54,critical
2760.65,193.58,15.89,72.69,48.42,1172.92,2711.01,0.0,0.0,1,22.43,low
5125.85,154.66,14.19,9.21,23.41,934.47,2031.7,1.3,1155.52,0,0.92,low
870.93,30.35,10.57,24.84,21.5,296.81,457.21,4.8,288.99,0,9.65,low
311.59,23.37,17.5,31.33,39.06,137.12,341.68,0.0,0.0,0,20.61,low
1327.85,108.14,22.38,49.92,35.67,966.7,2176.77,0.0,0.0,1,29.82,low
3535.77,131.84,15.75,2.98,22.81,535.86,1574.31,0.0,0.0,0,5.11,low
6575.23,185.51,19.31,18.34,6.56,1615.41,3406.77,0.0,0.0,0,4.55,low
2371.72,90.78,11.22,1.21,6.33,537.83,1047.22,0.0,0.0,0,2.42,low
521.01,100.56,47.7,62.05,73.7,836.34,3234.97,34.1,985.24,1,56.76,medium
394.03,163.95,31.62,102.18,76.11,727.65,3319.71,0.0,0.0,1,59.53,medium
267.16,31.94,22.09,51.22,45.23,96.41,449.17,0.0,0.0,0,27.67,low
678.25,81.36,39.14,87.31,53.42,716.23,2308.61,0.0,0.0,0,37.83,medium
500.89,110.94,33.51,71.33,22.22,381.53,2240.5,1.7,834.08,0,24.95,low
80.45,40.62,41.11,84.0,55.0,156.64,991.55,0.0,0.0,0,54.24,medium
200.71,160.68,51.63,118.09,80.82,1552.66,5700.25,0.0,0.0,0,67.15,high
1106.43,162.4,10.08,67.65,32.43,749.31,1567.72,0.0,0.0,0,15.53,low
350.68,58.04,35.47,98.7,56.26,517.29,1546.56,0.0,0.0,0,46.42,medium
654.82,29.66,19.41,21.71,21.53,147.22,434.98,0.0,0.0,0,13.95,low
1809.75,97.65,32.78,55.05,35.59,650.14,2250.34,0.0,0.0,0,18.93,low
127.84,93.1,42.92,123.77,86.77,479.5,2477.27,0.0,0.0,1,75.74,high
1873.54,183.73,16.87,36.84,43.47,1501.04,3050.7,0.0,0.0,0,16.82,low
83.36,137.12,54.87,143.94,98.7,896.48,4658.61,0.0,0.0,1,84.23,critical
2463.2,105.48,26.64,71.81,25.95,949.14,2354.19,0.0,0.0,0,14.84,low
10.02,158.04,57.09,140.84,99.12,663.91,5174.74,0.0,0.0,1,85.74,critical
2980.78,56.01,17.44,2.34,18.42,463.84,952.3,9.4,964.66,0,0.95,low
1692.89,54.36,15.1,27.43,15.11,244.74,655.04,0.0,0.0,0,9.88,low
33.97,19.88,45.64,138.22,99.25,187.37,641.08,0.0,0.0,1,79.96,high
4647.77,154.68,16.38,20.72,2.87,741.03,2007.74,0.0,0.0,0,4.14,low
16.94,28.81,54.78,136.27,93.86,96.93,885.9,0.0,0.0,1,81.33,critical
2423.56,140.47,27.49,23.82,49.47,1152.66,3083.21,0.0,0.0,0,15.49,low
438.64,65.88,29.33,95.05,73.08,419.23,1385.42,0.0,0.0,0,36.98,medium
949.08,124.47,34.52,75.43,26.53,737.37,2885.64,0.0,0.0,0,27.14,low
3741.52,183.51,14.35,78.72,42.64,1311.08,2627.51,11.5,2950.16,0,8.98,low
1032.49,44.47,25.86,22.27,34.97,427.54,1002.6,0.0,0.0,1,23.65,low
636.42,198.39,45.83,64.91,64.76,625.95,5172.02,0.0,0.0,0,33.59,medium
227.75,54.94,27.81,77.09,73.01,424.04,1188.01,0.0,0.0,1,61.98,high
97.69,10.1,39.71,69.85,77.31,98.68,299.27,0.0,0.0,1,48.98,medium
59.0,24.72,44.13,89.56,73.45,83.35,628.88,22.4,215.78,1,58.97,medium
40.39,63.5,48.49,123.82,81.77,519.65,2059.3,0.0,0.0,1,81.75,critical
45.5,7.63,39.52,99.13,57.01,45.72,196.47,0.0,0.0,1,48.08,medium
1301.16,77.27,12.89,59.33,20.16,443.43,941.36,0.0,0.0,0,13.35,low
1.42,22.19,55.3,114.76,79.95,75.47,689.19,0.0,0.0,1,84.4,critical
182.81,82.67,43.28,105.34,51.59,295.46,2084.67,30.9,1504.15,0,49.01,medium
1795.86,178.36,46.51,60.49,61.41,1720.21,5867.85,0.0,0.0,0,30.13,medium
21.76,46.24,43.37,124.74,85.35,264.09,1266.74,0.0,0.0,1,81.41,critical
2.75,142.78,50.66,144.81,75.29,506.73,4123.33,7.3,1835.78,0,70.0,high
39.56,62.83,48.94,124.9,89.91,280.09,1817.57,0.0,0.0,1,80.97,critical
5870.43,145.97,7.92,1.48,22.39,1364.4,1942.36,0.0,0.0,0,3.86,low
6524.87,141.68,5.96,7.36,21.03,1049.78,1472.32,0.0,0.0,0,3.94,low
1528.58,73.93,10.05,68.37,24.62,527.5,898.83,8.0,946.35,1,22.19,low
981.34,125.94,22.9,73.2,49.64,709.18,2151.22,0.0,0.0,0,25.77,low
126.64,74.16,53.08,115.97,79.85,741.02,2709.29,0.0,0.0,0,69.03,high
2222.4,194.05,28.48,59.93,39.7,1079.76,3842.75,0.0,0.0,0,19.86,low
1832.28,37.5,15.49,3.67,9.55,309.75,600.22,0.0,0.0,0,4.38,low
28.7,12.27,51.43,132.35,76.98,104.03,419.47,0.0,0.0,1,75.14,high
3009.31,143.33,31.74,65.08,50.06,1272.51,3547.01,0.0,0.0,0,18.42,low
136.05,190.52,40.08,132.02,93.6,1301.14,5118.96,0.0,0.0,1,77.49,high
2995.65,91.8,5.25,28.25,13.72,532.18,773.06,0.0,0.0,0,6.04,low
8589.78,133.85,11.23,24.92,18.51,1263.16,2014.48,0.0,0.0,0,5.95,low
326.77,117.81,26.95,100.22,73.3,562.39,2149.81,16.7,1801.65,0,46.84,medium
210.53,97.41,46.27,116.31,76.9,835.63,3089.13,34.0,1161.44,1,73.55,high
1265.84,154.6,25.77,74.61,27.69,975.84,2967.95,0.0,0.0,1,32.87,medium
53.1,89.74,53.68,127.91,98.4,472.73,2881.5,0.0,0.0,1,83.49,critical
362.28,37.23,12.49,56.87,30.14,270.91,503.37,10.6,644.8,0,19.31,low
1306.94,75.18,15.2,42.19,38.32,604.31,1175.53,10.5,792.47,1,20.55,low
21.51,125.92,58.21,122.21,87.21,394.79,4059.83,0.0,0.0,1,84.25,critical
1072.27,51.1,18.86,53.96,50.13,427.8,909.8,0.0,0.0,1,30.53,medium
334.02,59.36,27.85,86.52,66.39,378.01,1204.47,0.0,0.0,0,39.95,medium
1667.94,79.66,29.3,62.86,52.15,650.01,1817.02,13.4,777.78,1,28.38,low
2572.83,58.04,14.09,29.73,10.79,451.58,860.59,0.0,0.0,0,9.32,low
3275.45,150.51,13.77,23.89,9.34,655.24,1691.47,0.0,0.0,0,4.86,low
137.2,29.47,42.36,64.37,68.38,213.62,837.81,0.0,0.0,0,50.92,medium
609.24,168.83,47.27,66.06,70.26,720.85,4711.3,37.8,2696.7,0,37.89,medium
3298.81,129.82,6.04,2.8,1.13,498.98,891.06,0.0,0.0,0,1.2,low
1489.61,68.0,6.67,17.71,10.86,441.04,667.85,0.0,0.0,0,5.32,low
108.77,109.35,41.54,112.02,79.66,964.94,3236.18,0.0,0.0,1,79.34,high
1017.92,76.08,18.76,71.69,49.4,709.8,1423.57,0.0,0.0,1,34.87,medium
4353.49,198.03,19.19,54.29,45.23,1844.32,3744.75,0.0,0.0,1,21.28,low
801.4,146.63,27.93,62.65,50.12,957.18,3004.93,3.1,1211.54,1,38.77,medium
1127.15,21.11,18.2,18.22,6.24,179.45,371.54,0.0,0.0,0,13.53,low
258.64,63.02,31.61,65.1,68.34,352.72,1348.75,2.8,1222.07,0,41.71,medium
1048.81,38.0,16.73,1.79,21.92,221.9,539.73,11.9,580.75,0,2.13,low
176.47,12.62,8.83,19.15,7.69,49.65,105.41,0.0,0.0,0,14.1,low
1464.25,199.8,24.64,53.97,30.26,654.47,3116.15,8.1,3437.07,0,15.61,low
105.19,24.92,32.89,114.97,60.63,201.01,610.87,30.7,226.05,0,50.99,medium
60.01,40.38,44.33,131.28,92.2,336.86,1231.94,0.0,0.0,1,79.11,high
149.29,5.92,11.74,23.2,5.65,37.44,72.2,11.5,87.97,0,11.67,low
37.78,31.14,46.07,139.07,84.24,183.97,901.32,0.0,0.0,1,77.75,high
3113.69,130.83,8.89,10.14,12.47,1002.44,1583.99,0.0,0.0,0,3.61,low
1381.03,164.12,24.29,44.47,44.84,965.23,2958.79,0.0,0.0,0,21.47,low
560.71,135.59,48.28,118.26,63.1,809.26,4082.01,0.0,0.0,0,48.6,medium
3515.3,82.35,7.79,29.85,12.32,528.41,849.18,0.0,0.0,0,6.87,low
7298.68,139.13,12.45,4.0,24.37,1202.22,2068.36,1.6,1337.95,1,9.96,low
419.58,149.15,37.18,69.61,78.34,579.16,3351.93,0.0,0.0,1,53.42,medium
363.87,154.8,59.63,148.03,82.9,1422.03,6037.24,0.0,0.0,1,77.12,high
5497.56,94.09,5.07,6.33,17.76,855.08,1093.38,4.3,1272.2,0,0.61,low
35.51,109.51,47.66,126.62,83.74,887.68,3497.37,0.0,0.0,1,83.1,critical
23.39,39.09,56.28,133.78,97.39,283.46,1383.46,0.0,0.0,1,84.58,critical
898.75,132.6,46.76,98.09,66.89,954.46,4054.43,12.4,1360.1,0,35.66,medium
3225.74,153.7,14.18,26.83,12.08,572.67,1662.23,0.0,0.0,0,5.43,low
291.87,70.22,27.03,119.24,63.5,447.18,1396.3,0.0,0.0,1,57.19,medium
262.41,73.58,47.28,68.72,73.93,251.16,1990.79,27.9,868.22,1,49.95,medium
164.54,150.93,52.96,117.22,98.0,1360.3,5356.65,0.0,0.0,1,80.2,critical
392.93,88.02,49.92,119.61,57.9,515.87,2712.94,0.0,0.0,0,47.67,medium
482.25,166.02,25.32,92.22,63.87,646.02,2747.96,9.5,3316.07,1,45.49,medium
494.46,42.55,31.67,63.45,49.44,311.42,985.11,18.0,471.09,0,28.74,low
6895.66,163.35,9.05,12.33,3.25,1061.79,1800.58,0.0,0.0,0,2.5,low
5243.7,114.79,9.53,28.03,10.67,1092.26,1639.3,0.0,0.0,0,5.48,low
4677.88,162.47,16.0,23.7,8.33,1377.39,2676.89,0.0,0.0,0,4.88,low
764.38,157.37,30.21,92.64,58.31,810.77,3188.07,0.0,0.0,0,33.38,medium
532.35,26.85,10.88,0.03,23.45,118.34,264.37,0.0,0.0,0,4.28,low
3678.19,176.88,18.31,29.41,24.11,864.74,2483.94,2.5,1863.82,0,2.86,low
3098.84,183.73,13.91,43.05,33.32,1680.82,2958.72,0.0,0.0,0,8.67,low
58.82,143.13,50.94,133.96,81.0,1237.92,4883.72,0.0,0.0,0,72.2,high
36.0,36.51,41.13,110.33,86.4,270.45,1021.26,0.0,0.0,1,79.49,high
223.34,29.45,46.28,73.99,67.37,226.67,908.01,0.0,0.0,0,40.24,medium
1347.89,132.27,26.82,52.93,48.28,698.32,2472.06,0.0,0.0,0,22.36,low
2712.51,154.07,7.63,18.19,17.17,557.43,1145.35,0.0,0.0,0,4.49,low
7212.51,157.82,8.96,17.92,11.0,1122.23,1829.08,0.0,0.0,0,3.88,low
927.35,43.85,28.87,51.07,32.94,415.16,1048.15,25.0,826.31,0,19.78,low
92.16,56.09,56.28,145.57,93.24,452.62,2030.85,0.0,0.0,0,70.17,high
3651.74,74.82,16.71,10.74,19.97,596.64,1221.9,3.1,682.96,0,2.13,low
205.9,53.08,42.74,109.24,77.33,175.3,1309.78,0.0,0.0,0,42.15,medium
276.86,37.31,22.62,53.82,21.18,136.85,558.86,0.0,0.0,0,26.64,low
225.88,34.59,28.01,97.01,65.45,280.59,764.99,18.3,250.51,1,49.87,medium
792.11,51.54,17.47,52.82,36.27,425.59,875.78,5.3,286.25,0,17.17,low
3832.45,80.5,5.58,29.31,18.93,694.59,919.15,0.0,0.0,0,7.39,low
454.8,73.13,15.88,27.47,21.82,295.92,876.49,0.0,0.0,1,27.9,low
1429.76,52.29,11.05,13.19,3.76,444.46,733.34,0.0,0.0,0,4.95,low
302.93,100.27,33.75,89.45,68.74,355.97,2047.95,9.9,1027.76,1,49.73,medium
7214.03,175.4,5.77,29.33,16.58,1734.53,2240.87,0.0,0.0,0,4.77,low
72.88,5.01,24.69,61.65,35.75,38.32,100.22,0.0,0.0,0,24.49,low
1113.97,131.07,20.38,25.13,24.73,865.39,2201.2,0.0,0.0,1,26.88,low
224.48,33.82,42.83,113.34,58.47,224.72,948.89,0.0,0.0,1,48.5,medium
162.57,127.8,54.13,133.14,89.53,1213.57,4672.75,0.0,0.0,0,71.58,high
35.55,27.15,49.8,116.17,75.06,207.8,883.76,11.6,182.85,1,75.11,high
170.99,175.54,58.3,121.38,93.04,1199.57,6316.52,10.8,3009.59,1,75.17,high
2053.95,42.33,11.56,26.43,24.83,368.1,612.64,0.0,0.0,0,12.01,low
1151.11,82.14,26.52,74.09,27.34,578.49,1667.72,0.0,0.0,1,33.22,medium
212.65,170.86,50.48,140.28,77.42,1575.27,5887.54,0.0,0.0,1,77.44,high
338.84,34.63,18.23,59.77,30.73,150.15,465.77,8.0,241.38,1,30.1,medium
1592.2,176.81,47.69,63.15,75.33,1511.25,5727.28,43.2,2387.71,1,41.65,medium
913.85,187.36,28.93,68.96,52.49,1232.64,3943.19,0.0,0.0,0,35.64,medium
8006.19,175.95,7.97,22.88,3.85,1439.99,2141.38,0.0,0.0,1,13.09,low
623.87,92.38,33.05,63.73,42.6,331.13,1857.59,0.0,0.0,0,29.75,low
568.25,12.99,18.14,23.48,15.18,83.52,201.37,5.3,142.15,0,12.26,low
5136.72,177.96,17.54,36.55,27.49,1760.47,3320.85,4.2,3505.56,0,2.94,low
1143.7,106.04,27.59,113.14,77.67,971.05,2433.9,0.0,0.0,1,44.54,medium
332.73,40.42,37.43,108.36,66.91,336.94,1093.37,6.6,274.99,0,34.55,medium
222.08,173.56,46.55,138.74,80.62,1116.0,5155.94,0.0,0.0,1,75.13,high
1479.92,43.32,19.99,9.24,1.01,382.38,815.41,0.0,0.0,0,5.35,low
143.07,69.39,54.27,127.83,87.2,549.59,2432.52,0.0,0.0,1,77.35,high
196.94,34.59,34.96,108.01,54.31,181.59,786.28,29.5,376.4,0,35.35,medium
1858.32,180.23,25.35,46.96,28.6,892.15,3176.87,6.3,3034.72,0,13.11,low
62.62,21.77,29.92,106.9,71.27,107.2,432.94,0.0,0.0,0,51.58,medium
2379.02,58.59,19.87,18.69,6.41,559.69,1141.7,0.0,0.0,0,7.25,low
1185.99,106.21,34.69,51.24,36.71,697.24,2539.24,0.0,0.0,0,24.41,low
976.85,173.95,27.77,92.31,67.61,1165.21,3580.82,20.7,3448.12,1,43.12,medium
459.52,22.96,19.57,57.82,32.24,161.65,386.38,0.0,0.0,0,18.48,low
5031.91,118.8,17.21,0.64,23.48,1143.38,2165.85,0.0,0.0,0,5.18,low
4.06,12.74,56.78,118.36,81.44,52.43,414.16,0.0,0.0,0,73.0,high
2111.72,143.46,30.14,76.81,45.89,1366.01,3528.06,2.6,2543.39,0,18.51,low
373.61,48.31,30.72,64.39,51.69,454.98,1196.96,0.0,0.0,1,49.69,medium
1194.07,62.83,15.72,18.26,16.55,257.06,750.78,0.0,0.0,0,7.57,low
324.17,12.29,11.59,18.79,6.35,105.35,176.53,0.0,0.0,0,14.31,low
279.6,73.89,37.35,61.61,50.39,284.53,1664.41,37.3,1100.03,0,35.49,medium
1169.63,55.62,10.8,41.18,28.8,484.96,785.17,0.0,0.0,0,13.78,low
5241.65,177.48,16.2,0.57,9.67,809.55,2246.71,0.0,0.0,0,3.36,low
562.12,73.95,32.47,103.82,51.7,490.63,1691.08,0.0,0.0,1,44.55,medium
1812.06,112.4,32.01,65.73,52.01,648.51,2447.63,18.9,1478.84,0,19.74,low
4603.87,120.02,15.27,28.61,13.17,1011.33,1927.65,0.0,0.0,0,6.48,low
1398.94,98.34,13.02,29.7,9.3,385.44,1025.56,10.5,1294.98,0,3.29,low
2010.61,199.61,29.07,76.95,46.91,1408.5,4309.97,0.0,0.0,0,23.73,low
755.06,25.33,5.63,25.91,19.5,189.92,261.25,0.0,0.0,0,15.09,low
1319.37,173.36,31.81,65.92,50.29,1252.3,4009.23,28.1,3145.47,1,35.08,medium
301.59,36.26,19.29,77.52,51.25,135.92,485.68,0.0,0.0,0,27.54,low
172.52,8.39,8.37,9.67,23.77,29.33,64.45,0.0,0.0,0,15.97,low
6074.96,100.38,18.62,11.95,2.29,928.42,1863.0,0.0,0.0,0,4.19,low
614.97,65.09,26.13,40.22,28.06,296.24,1146.58,0.0,0.0,1,32.61,medium
1019.68,121.29,17.51,57.68,34.8,387.88,1449.92,10.6,718.58,1,25.32,low
420.57,64.88,41.15,83.84,61.33,481.79,1816.75,0.0,0.0,1,52.24,medium
216.27,62.06,41.51,117.75,62.26,193.07,1481.02,0.0,0.0,0,40.38,medium
2010.2,89.05,17.31,8.82,17.44,399.89,1170.73,0.0,0.0,0,5.59,low
667.83,83.51,28.7,98.54,58.05,626.25,1824.79,14.3,1421.45,1,40.97,medium
677.23,9.75,10.25,2.45,18.7,97.28,147.23,0.0,0.0,1,16.63,low
374.97,158.81,29.53,66.29,54.96,653.31,2998.01,0.0,0.0,1,53.22,medium
1618.3,40.35,6.79,12.34,22.67,382.47,519.4,0.0,0.0,0,7.29,low
140.1,6.72,8.85,14.95,4.24,30.85,60.56,0.0,0.0,0,13.69,low
139.89,91.65,47.47,140.38,76.29,624.16,2799.24,0.0,0.0,1,76.31,high
608.18,33.77,10.27,16.9,16.11,194.78,368.2,0.0,0.0,0,9.31,low
1594.95,38.25,11.33,17.29,7.19,354.06,570.82,7.2,713.56,0,4.03,low
365.81,31.44,31.23,64.32,37.68,220.25,711.07,0.0,0.0,0,29.42,low
109.82,79.98,41.51,120.79,80.08,460.71,2120.46,0.0,0.0,1,75.54,high
831.26,90.39,16.12,32.21,44.11,344.49,1073.16,0.0,0.0,0,15.78,low
251.0,51.06,41.93,72.62,50.75,307.12,1377.53,0.0,0.0,0,43.52,medium
9.01,7.82,46.56,111.69,99.08,48.9,231.01,0.0,0.0,0,70.23,high
1358.84,52.24,7.17,7.09,6.59,342.96,530.32,0.0,0.0,0,3.38,low
2466.98,192.1,18.15,30.37,43.77,1283.18,3026.78,3.0,1567.04,0,8.85,low
71.29,162.51,42.63,112.95,80.44,1139.66,4603.66,0.0,0.0,0,67.65,high
2280.1,196.32,16.13,78.45,39.71,1111.5,2694.62,6.3,2281.09,0,10.55,low
1096.19,93.09,22.4,76.25,37.44,599.01,1641.61,0.0,0.0,1,33.29,medium
451.2,162.05,32.36,117.54,62.46,565.89,3187.9,2.2,3136.69,1,46.88,medium
923.81,163.85,27.48,81.2,74.45,800.39,3051.92,2.4,1264.75,1,37.2,medium
200.83,60.5,34.77,100.91,66.93,361.87,1413.54,0.0,0.0,0,52.57,medium
2253.31,170.2,21.85,26.91,37.99,1013.12,2872.29,16.8,3328.19,0,10.2,low
7611.06,140.53,7.98,0.23,21.04,1176.59,1737.56,0.0,0.0,0,3.61,low
5908.49,126.03,9.16,22.4,21.37,1181.71,1759.06,1.5,2451.47,0,0.48,low
46.44,9.05,30.21,81.79,69.14,46.2,182.93,16.0,119.83,0,35.02,medium
7772.72,148.53,5.08,16.54,0.51,1159.8,1537.11,0.0,0.0,0,2.07,low
565.56,81.44,18.39,60.73,33.36,301.02,1049.72,16.0,1086.2,0,21.44,low
106.04,192.96,51.36,119.62,94.78,1537.95,6492.91,0.0,0.0,1,79.44,high
92.83,125.81,45.46,129.51,92.02,1077.32,3936.89,0.0,0.0,1,82.27,critical
452.45,51.4,44.07,119.66,57.37,510.56,1643.22,0.0,0.0,1,50.99,medium
1720.22,77.8,34.18,45.47,29.3,674.53,2004.01,0.0,0.0,0,17.64,low
200.14,87.22,29.77,100.92,67.35,337.57,1635.89,0.0,0.0,0,51.25,medium
393.23,115.78,38.4,111.46,65.28,729.08,2952.0,11.3,1628.6,1,59.62,medium
999.81,56.63,6.53,25.9,11.88,253.07,437.88,3.8,1032.64,0,3.84,low
176.06,169.34,47.29,119.85,91.87,736.65,4740.44,0.0,0.0,1,74.46,high
290.02,11.1,8.8,4.11,5.22,77.21,126.05,0.0,0.0,0,6.25,low
5774.06,103.14,10.28,20.01,18.18,850.77,1381.14,0.0,0.0,0,5.88,low
197.92,34.17,43.78,91.79,58.45,309.72,1057.68,0.0,0.0,1,59.59,medium
42.35,25.94,51.9,143.47,89.19,160.34,833.63,0.0,0.0,1,77.31,high
278.77,131.79,40.12,127.65,82.33,1193.11,3836.74,0.0,0.0,1,75.0,high
1370.88,192.29,32.95,67.48,28.75,1015.25,4182.97,0.0,0.0,0,24.16,low
2341.7,97.28,10.68,14.95,19.32,753.85,1273.4,0.0,0.0,0,5.59,low
5035.76,158.31,9.85,10.77,0.87,1367.08,2146.59,0.0,0.0,0,2.23,low
81.18,8.85,29.74,81.46,72.97,77.47,209.06,27.1,85.73,0,34.61,medium
1282.28,39.56,11.49,9.52,19.33,268.47,495.65,4.9,754.15,0,2.23,low
205.44,13.29,22.17,35.54,25.0,129.65,277.01,0.0,0.0,1,32.61,medium
1140.77,102.59,32.35,78.93,40.66,535.58,2195.22,11.8,1035.9,0,24.07,low
321.37,30.42,32.64,110.0,63.46,277.84,774.29,19.6,324.98,1,42.28,medium
404.52,73.41,40.2,99.42,62.64,499.73,1975.32,38.3,889.73,1,53.61,medium
1284.56,79.22,11.95,62.23,45.53,745.43,1218.97,0.0,0.0,1,26.48,low
2219.2,102.86,21.86,27.27,47.76,962.61,2086.79,12.7,577.76,1,19.71,low
5516.45,149.24,14.85,5.05,1.65,797.11,1905.36,0.0,0.0,0,2.58,low
1.27,24.69,41.6,129.99,99.15,108.86,622.46,0.0,0.0,0,75.08,high
476.85,97.13,37.67,77.33,64.79,464.16,2293.6,0.0,0.0,1,46.61,medium
0.33,154.1,53.09,125.02,82.46,751.86,4842.8,0.0,0.0,1,82.7,critical
12.72,198.02,49.89,116.91,84.64,861.09,5801.2,0.0,0.0,1,79.44,high
637.22,54.19,34.22,53.97,32.81,416.2,1343.35,0.0,0.0,0,29.91,low
56.2,20.86,25.03,106.08,61.74,99.41,360.47,20.8,407.57,0,47.57,medium
44.99,43.59,43.5,144.29,83.69,229.62,1177.67,0.0,0.0,1,77.67,high
2721.8,96.85,19.56,6.81,19.91,404.37,1351.53,17.4,1598.69,0,3.35,low
1144.73,144.62,48.81,91.29,65.69,1336.38,4865.8,0.0,0.0,1,49.75,medium
897.16,65.67,34.38,43.96,25.78,305.22,1434.11,0.0,0.0,0,22.45,low
79.07,64.97,49.52,120.75,85.21,373.89,1982.35,41.6,749.94,0,67.04,high
235.83,50.48,47.74,103.7,70.9,253.95,1458.78,24.5,420.29,1,51.82,medium
262.52,10.69,13.22,70.35,51.77,106.4,177.02,11.2,150.68,0,16.95,low
5710.59,193.24,19.98,22.02,16.23,849.55,2780.29,5.8,3327.63,0,1.34,low
591.18,47.36,20.88,44.28,38.75,331.12,825.6,0.0,0.0,0,23.77,low
671.39,73.19,40.45,107.03,68.93,633.53,2113.75,5.9,1404.05,0,33.77,medium
94.55,87.01,55.52,140.48,78.46,590.0,3005.66,0.0,0.0,1,79.77,high
2951.72,188.08,12.11,0.35,18.55,752.57,1891.88,0.0,0.0,0,3.86,low
53.39,52.81,57.93,144.25,90.32,363.65,1893.25,0.0,0.0,1,81.94,critical
2371.39,134.54,22.33,79.26,22.39,977.42,2479.49,0.0,0.0,0,13.52,low
22.46,107.35,42.56,118.14,84.93,925.53,3210.0,0.0,0.0,1,83.06,critical
423.09,79.41,17.11,42.81,52.22,243.74,922.93,10.9,1056.95,0,21.55,low
564.35,55.66,41.64,72.63,72.81,474.34,1633.29,0.0,0.0,1,48.07,medium
2334.84,158.31,19.41,32.08,51.49,1444.03,2980.61,0.0,0.0,0,15.1,low
2414.08,148.39,21.68,45.95,25.97,1128.74,2737.48,0.0,0.0,0,11.85,low
151.41,189.53,53.51,148.26,86.69,1057.74,6128.36,0.0,0.0,1,78.47,high
249.93,23.13,23.8,77.46,53.62,203.0,478.24,0.0,0.0,0,30.2,medium
768.29,32.61,10.67,26.21,2.23,231.21,405.15,0.0,0.0,0,11.33,low
3743.72,194.75,11.68,68.18,53.21,1423.02,2560.41,2.2,1653.51,0,7.48,low
53.59,152.6,47.24,114.29,83.61,912.59,4517.09,32.5,868.14,1,78.07,high
1183.6,116.61,27.8,70.7,43.34,597.59,2218.38,1.1,1952.62,0,19.71,low
1213.86,47.19,34.98,48.19,34.89,440.08,1265.45,9.8,773.3,0,17.9,low
1464.34,38.82,15.41,19.2,14.22,218.94,518.1,0.0,0.0,0,9.7,low
111.17,155.56,56.49,111.26,90.0,1122.78,5516.47,0.0,0.0,1,79.78,high
133.67,107.58,52.94,134.8,78.62,653.68,3501.66,0.0,0.0,1,78.08,high
313.98,15.54,14.0,47.98,31.11,118.67,227.41,0.0,0.0,0,17.6,low
398.49,115.64,32.03,92.92,71.93,441.27,2293.45,32.0,637.25,1,49.7,medium
1105.13,93.66,29.06,37.0,50.55,766.88,2127.85,18.4,1616.11,1,30.56,medium
3884.33,195.13,12.49,62.35,25.65,1419.73,2637.95,0.0,0.0,0,8.58,low
67.49,86.77,52.58,128.99,96.53,639.83,2920.92,0.0,0.0,1,83.22,critical
799.56,154.22,38.44,104.41,62.25,1318.97,4283.38,0.0,0.0,0,46.39,medium
654.27,180.29,37.64,107.12,50.8,907.77,4300.92,0.0,0.0,1,51.33,medium
150.89,159.52,45.18,135.15,79.08,965.57,4569.4,0.0,0.0,0,66.71,high
4584.14,87.54,8.03,27.59,19.08,693.14,1044.73,0.0,0.0,0,7.14,low
1336.27,101.84,10.19,20.47,26.5,592.37,1111.31,0.0,0.0,0,6.95,low
1008.56,183.9,33.04,77.09,66.61,986.82,4024.77,0.0,0.0,0,30.92,medium
1.32,34.02,46.94,110.74,77.63,173.53,971.98,0.0,0.0,1,83.34,critical
402.09,100.59,27.25,110.11,73.88,546.79,1917.5,5.0,1678.98,1,51.74,medium
231.91,34.35,17.86,60.86,44.4,108.41,415.15,0.0,0.0,0,27.65,low
280.15,18.32,10.72,48.5,29.54,122.6,220.77,6.5,231.22,0,13.1,low
1602.26,174.82,33.24,110.5,50.87,1378.17,4283.58,10.2,3091.31,0,25.63,low
39.97,54.22,51.75,127.99,92.97,251.1,1654.16,0.0,0.0,0,71.16,high
433.12,50.7,45.59,78.56,72.26,396.09,1551.8,0.0,0.0,0,39.73,medium
487.9,26.73,14.32,24.68,3.74,145.95,337.36,0.0,0.0,0,13.44,low
991.41,112.72,18.21,38.04,40.91,387.66,1413.95,15.3,813.88,0,15.21,low
1490.82,106.45,31.42,42.3,31.91,686.79,2359.06,7.9,861.1,1,26.15,low
399.1,63.64,39.62,76.6,57.08,337.65,1598.32,0.0,0.0,0,37.64,medium
139.48,119.13,53.32,141.97,97.27,626.65,3802.87,0.0,0.0,1,79.89,high
4264.22,194.06,13.61,12.96,11.18,778.01,2098.95,0.0,0.0,0,3.96,low
54.66,143.69,53.19,113.6,77.39,770.34,4591.66,0.0,0.0,1,79.66,high
29.2,165.07,40.76,149.23,96.22,1274.58,4638.64,0.0,0.0,1,83.07,critical
1060.63,199.07,27.35,70.09,50.93,1197.57,3920.08,0.0,0.0,0,30.32,medium
317.74,92.55,42.21,101.86,64.97,632.69,2586.22,12.3,1177.84,1,61.92,high
4093.14,85.28,11.52,25.97,1.24,818.53,1309.81,0.0,0.0,0,5.34,low
4957.82,141.66,13.9,17.91,13.08,1411.97,2396.42,7.4,1674.41,0,1.17,low
187.16,198.74,56.99,123.01,86.2,902.53,6565.46,0.0,0.0,1,75.05,high
